"Christopher Boots","Christopher Boots","Christopher Boots","Simple+","61.3.9999.6626","Copper, zinc, iron, carbon, & silicon","","size shown:53.15DIA","","Dark Bronze & copper","$1825 AUD","$3270",".4418960244648318","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-6wks","","Refining the industrial aesthetic with hand crafted materials and design. The Simple Series is based on the line work of their respective namesakes. Created from solid brass and copper, finished in dark bronze and leaving the copper raw to patinate over time. Using linear, scientific borosilicate glass tubes extends light and gives the Simple Series a literal chemical reference.","","","Catalog","Lighting","","","","",""
"Christopher Boots","Christopher Boots","Christopher Boots","Bucky Block","61.3.9999.6626","Steel & Light","","Size shown:43.3Dia","Light","External in matte black, internal in 24k gold, copper, or palladium","$1527 AUD","$3175",".5190551181102362","Please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4-8wks","","NAMESAKE FROM BUCKMINSTER FULLER'S WORK WITH GEOMETRY based on THE DOME AT EXPO '67 IN MONTREALDESIGNED TO BE USED IN MULTIPLES TO CREATE A SUSPENDED GEODESIC CEILING.BUCKY MAKES ITS PRESENCE FELT BEST AT NIGHTTIME, WHEN A SLASH OF GOLD EMANATES BELOW, MARKING TERRITORY THROUGH LIGHT.","","consigned","Catalog","Lighting","","","","",""
"Christopher Boots","Christopher Boots","Christopher Boots","Prometheus III","61.3.9999.6626","Quartz crystal, copper, zinc, iron, copper","33lbs","Size shown:35.43Dia","","17.72Dia rubbed brass, textured bronze, or mirror polish","$1800 AUD","$2805",".3582887700534759","23.62Dia rubbed brass, textured bronze, or mirror polish","$4520","$2900 AUD",".3584070796460177","please inquire for additional options & sizes","","","","35.43Dia","$5610","$3600 AUD",".3582887700534759","47.24Dia","$6540","$4200 AUD",".3577981651376147","59.06Dia","$7945","$5100 AUD",".3580868470736312","70.87Dia","$9190","$5900 AUD",".3579978237214363","82.68Dia","$13705","$8800 AUD",".3578985771616198","102.36Dia","$15075","$9680 AUD",".35787728026534","118.11Dia","$12450 AUD","$19390",".3579164517792677","141.73Dia","$26160","$16800 AUD",".3577981651376147","157.48Dia","$28340","$18200 AUD",".3577981651376147","177.17Dia","$36285","$23300 AUD",".3578613752239217","","4-8wks","","A bold and contemporary interpretation of the classic chandelier form. The warm LED light illuminates an elemental band. A star is born.Prometheus gave to mortals what was reserved for the gods - fire. The Prometheus pendant is so named as a reference to the gift bestowed upon us. It conjures references to Atlantis, and other classical worlds almost forgotten in time.Crystals face downward. 78.75H suspension cable provided, as well as as wall or ceiling mounted LED driver (10""x4""x""1.6"")","Crystals point out","","Catalog","Lighting","","","","",""
"Christopher Boots","Christopher Boots","Christopher Boots","Bucky Round","61.3.9999.6626","Steel & Light","","Size shown:43.3Dia","Light","External in matte black, internal in 24k gold, copper, or palladium","$1890 AUD","$3925",".5184713375796178","Please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","NAMESAKE FROM BUCKMINSTER FULLER'S WORK WITH GEOMETRY based on THE DOME AT EXPO '67 IN MONTREALDESIGNED TO BE USED IN MULTIPLES TO CREATE A SUSPENDED GEODESIC CEILING.BUCKY MAKES ITS PRESENCE FELT BEST AT NIGHTTIME, WHEN A SLASH OF GOLD EMANATES BELOW, MARKING TERRITORY THROUGH LIGHT.","Prototype only","consigned","Catalog","Lighting","","","","",""
"OPARCH & Concreteworks","Concreteworks & OPARCH","Ashley Lindquist","Polytype 22","510.534.7141","Concrete","","36L x 16W x 18H","","Black","","$1905","1","please inquire for additional options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-4 weeks","","The project occupies an ambiguous zone between two extreme strategies: an irregular form generated from the convex hull of a random pointset and the highly ordered realm of named convex polyhedra . This manifests as a positive condition two geometrical relationships which are typically considered 'distortions' of a more perfect state: rotational symmetry and shearing. The resulting form hovers between an organic and mathematical reading.","","","Catalog","Tables","","","","",""
"One & Co.","Council Design","Derek Chen","Periodic Table","415.550.1750","Wood & silver","","44W x 44L x 12H","Heavy","","","$42000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8-10wks","","Superficial or authentic? This striking piece puts equal emphasis on surface and substance. Using a proprietary process, a massive block of reclaimed douglas fir is coated with a brilliant layer of silver, resulting in a piece whose stunning surface does nothing to hide the individuality and character of the wood beneath.Designed by One & Co.","","consigned","Catalog","Tables","","","","",""
"Khodi Feiz","Council Design","Derek Chen","Peel Chaise","415.550.1750","Wool","","78.75W x 31.5D x 30.5H open 17.75H closed","Light","Chaise in green, oatmeal, blue, or red wool.","","$5200","1","Sofa and Chair also available","Pricing by request only.","","?","Please inquire for additional options.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8-10wks","","This is convertible furniture made transparent. The simple conversion mechanism that takes Peel from vertical to horizontal is on display in this study in minimal elegance. Available as Sofa, Chaise Lounge, or Lounge Chair; 100% wool upholstery comes in Green, Red, Blue, and Oatmeal.Designed by Khodi Feiz","","Consigned","Catalog","Seating","","","","",""
"bERT&dENNIS","Council Design","Derek Chen","Slope Sectional","415.550.1750","Powder coated steel & textile/COM","","103.9W x 31.4D x 29.6H w/ 17SH","Light","","","$8500","1","Ottoman sectional also availble.","Pricing by request only.","","?","Please inquire for additional options.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8-10wks","","With sofa, chaise, and sectional elements, this piece can be configured in a number of ways. The unique silhouette of the pieces belie their otherwise traditional construction of hardwood, springs, and wool upholstery. Available in a variety of upholstered options, with color matched powder-coated steel base.Designed by bERT & dENNIS","","","Catalog","Seating","","","","",""
"One & Co.","Council Design","Derek Chen","Drake Chair","415.550.1750","Steel","","24W x 23.5D x 32.5H w/ 18.5SH","None","Powder coated steel (many colors available)","","$365","1","With upholstery","Pricing by request only.","","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","The Drake chair’s exaggerated stance provides a stable seating option for use both indoors and out. The continuous line of the welded frame supports a cantilevered seat with a comfortably subtle curve. Powder coated in a variety of colors. Building on the unique form of the standard Drake chair, the upholstered version adds a layer of refinement for indoor seating options.Designed by One & Co.","","Consigned","Catalog","Seating","","","","",""
"Monica Forster","Council Design","Derek Chen","Layer Table","415.550.1750","White Corian","","59L x 31.5W x 10.63H","None","Sold as series","","$7500","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","This versatile coffee table is comprised of four individual side tables; when combined, Layers is reminiscent of ice floes in slow collision. Made of translucent Corian, light filters through Layers’ various layers to dramatic effect. Designed by Monica Förster","","Consigned","Catalog","Tables","","","","",""
"Jonah Takagi","Council Design","Derek Chen","Index Tables","415.550.1750","Ash","","Whole collection displayed","None","19 Dia x 21H Triangle in whitewash, green, or yellow stain","","Pricing by request only.","?","30W x 30L x 17H Square in whitewash, green, or yellow stain","Pricing by request only.","","?","21Dia x 13H Circle in whitewash, green, or yellow stain","Pricing by request only.","","?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6-8wks","","Tasked with creating a table made entirely of wood, Jonah Takagi designed an honest, straightforward family of occasional tables. Each Index table utilizes the same typology of structure, with the shape of the top and scale differentiating the three sizes. Table legs are capped by an elegant arc that gently intrudes into the surface of the table. Constructed in stained ash that highlights the natural grain of the wood.Designed by Jonah Takagi","","Consigned","Catalog","Tables","","","","",""
"Chad Wright","Council Design","Derek Chen","Twig Chair","415.550.1750","Steel & white oak","","15.25W x 32.75H x 17.125D w/ 17.5SH","None","Wooden seat (indoor)","","Pricing by request only.","?","Metal seat (indoor/outdoor)","Pricing by request only.","","?","Please inquire for steel & oak finish options.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inspired by the contrast between the natural and the built environment, San Francisco-based designer Chad Wright designed Twig in two versions. Extended supports rise above a gently arched wooden back, providing a convenient place to hang a coat or purse. Both are offered with a variety of powder coated colors, and wood finishes.Designed by Chad Wright","","Consigned","Catalog","Seating","","","","",""
"David Taylor","David Taylor","David Taylor","Container (2012)","46.8.300.360","Copper & concrete","","11H x 5.5Dia","None","","$1200","$2475",".5151515151515152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","Hand wrapped copper vessel with cute hand ties, resting atop an amorphous cast concrete base. David Taylor's industrial design is strikingly concrete. Ideas are drawn to their focal point where expression and function reach a toy-like clarity.","This is one of a kind (though more might be made if we can sell it), and is available.90 day deferment per DT","consigned","Catalog","Tabletop","","","","",""
"David Taylor","David Taylor","David Taylor","Table Light(Copper & Concrete)","46.8.300.360","Copper, concrete, & fluorescent tube","","24.5L x 4.5W x 12H","None","","$1150","$2415",".5238095238095238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6 weeks","","A remarkably appealing lamp and sculpture. Cast concrete cylinders band together to elevate the art of light. Concrete has an inherent beauty, and David Taylor's striking industrial design takes full advantage of the shades of gray, layering and contrasting them with the other elements. Ideas are drawn to their focal point where expression and function reach a toy-like clarity.","1 in stockComes with adapter90 day deferment per DT","consigned","Catalog","Lighting","","","","",""
"David Taylor","David Taylor","David Taylor","Korean Bowls","46.8.300.360","Copper, steel, brass, & beech wood","","Full series shown","None","Small bowl","$225","$500",".55","Large bowl","$750","$325",".5666666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6 weeks","","The Korean Bowls are a diminutive reinterpretation. Each piece is flame tinted to animate its surface, heightening the contrast between metal body and beech wood support that forms the core of each piece. David Taylor's industrial design is strikingly concrete. Ideas are drawn to their focal point where expression and function reach a toy-like clarity.","3 shown are in stockFourth on display, no price given90 day deferment per DT","consigned","Catalog","Tabletop","","","","",""
